pruning,No.,total,fruits,mean_score,median_score
5%-10%,18,4,12,0.986983135,0.996965557
5%-10%,18,6,17,0.997741927,0.998222649
5%-10%,18,6,8,0.990870342,0.996186376
5%-10%,18,6,12,0.988517314,0.997234702
5%-10%,19,2,24,0.992305423,0.996444792
5%-10%,19,4,16,0.991237737,0.997103691
5%-10%,19,6,17,0.982561932,0.995251656
5%-10%,19,2,18,0.996696813,0.997787982
5%-10%,19,4,24,0.990443426,0.996345699
5%-10%,19,6,16,0.995362319,0.998217195
5%-10%,19,4,10,0.988795769,0.997531533
5%-10%,19,6,23,0.993468704,0.996430755
5%-10%,19,4,19,0.996096178,0.997599423
5%-10%,19,6,16,0.991336513,0.997466773
5%-10%,19,6,9,0.996980806,0.997643769
5%-10%,19,6,20,0.99135609,0.99813208
5%-10%,20,2,4,0.987304106,0.992979169
5%-10%,20,4,7,0.982132026,0.997338355
5%-10%,20,6,7,0.986620886,0.997752964
5%-10%,20,2,5,0.976228142,0.990992308
5%-10%,20,4,4,0.994141638,0.997971535
5%-10%,20,6,5,0.998969841,0.999279916
5%-10%,20,4,6,0.991200229,0.994571239
5%-10%,20,6,4,0.98043023,0.997125328
5%-10%,20,4,4,0.994412586,0.997688621
5%-10%,20,6,5,0.988104522,0.998417258
5%-10%,20,6,6,0.963474512,0.979348719
5%-10%,20,6,4,0.99601467,0.998700827
5%-10%,21,2,12,0.994129812,0.9984909
5%-10%,21,4,15,0.993943902,0.998237848
5%-10%,21,6,23,0.99020569,0.995701611
5%-10%,21,2,24,0.993310243,0.996816725
5%-10%,21,4,12,0.997850612,0.998638213
5%-10%,21,6,21,0.990624388,0.997151315
5%-10%,21,4,16,0.982407894,0.997404546
5%-10%,21,6,12,0.997850612,0.998638213
5%-10%,21,4,25,0.986815789,0.996872723
5%-10%,21,6,13,0.988375737,0.997705042
5%-10%,21,6,21,0.988850611,0.997445107
5%-10%,21,6,25,0.986815789,0.996872723
5%-10%,22,2,7,0.987509046,0.998123348
5%-10%,22,4,6,0.998459915,0.998846471
5%-10%,22,6,7,0.992195232,0.995476663
5%-10%,22,2,7,0.99380534,0.995931089
5%-10%,22,4,7,0.987509046,0.998123348
5%-10%,22,6,8,0.989215881,0.998346925
5%-10%,22,4,12,0.991821667,0.996190488
5%-10%,22,6,7,0.991935355,0.998836577
5%-10%,22,4,7,0.99380534,0.995931089
5%-10%,22,6,9,0.975375275,0.993629754
5%-10%,22,6,13,0.988485171,0.997623146
5%-10%,22,6,7,0.989359438,0.997648895
5%-10%,23,2,39,0.986083619,0.99697721
5%-10%,23,4,27,0.984836223,0.995975673
5%-10%,23,6,35,0.992883846,0.99721539
5%-10%,23,2,39,0.988129827,0.992501736
5%-10%,23,4,39,0.986083619,0.99697721
5%-10%,23,6,37,0.993508922,0.997938693
5%-10%,23,4,40,0.989264768,0.996777207
5%-10%,23,6,40,0.987120984,0.997429907
5%-10%,23,4,39,0.988129827,0.992501736
5%-10%,23,6,21,0.986437965,0.997377753
5%-10%,23,6,39,0.991591643,0.997251809
5%-10%,23,6,42,0.978284985,0.99513486
5%-10%,24,2,25,0.9924365,0.997315109
5%-10%,24,4,15,0.987322589,0.99717015
5%-10%,24,6,23,0.991608765,0.994321108
5%-10%,24,2,28,0.994225821,0.997613132
5%-10%,24,4,25,0.99492208,0.996492088
5%-10%,24,6,20,0.98574236,0.996165931
5%-10%,24,4,9,0.990790023,0.998096883
5%-10%,24,6,25,0.9924365,0.997315109
5%-10%,24,4,29,0.985232604,0.997491717
5%-10%,24,6,12,0.994258841,0.998058945
5%-10%,24,6,19,0.989429402,0.998028815
5%-10%,24,6,28,0.994225821,0.997613132
5%-10%,25,2,19,0.992353035,0.998103261
5%-10%,25,4,26,0.989906135,0.996985853
5%-10%,25,6,28,0.988933035,0.995875239
5%-10%,25,2,22,0.990351858,0.997036219
5%-10%,25,4,19,0.992353035,0.998103261
5%-10%,25,6,17,0.988500939,0.998174071
5%-10%,25,4,20,0.986400458,0.996239066
5%-10%,25,6,19,0.992353035,0.998103261
5%-10%,25,4,22,0.990351858,0.997036219
5%-10%,25,6,17,0.989294504,0.99702245
5%-10%,25,6,15,0.984186876,0.997591138
5%-10%,25,6,22,0.990351858,0.997036219
10%-15%,01,2,25,0.992864833,0.99795866
10%-15%,01,4,29,0.984900261,0.997050762
10%-15%,01,6,16,0.988949139,0.99767372
10%-15%,01,2,30,0.985151009,0.99584955
10%-15%,01,4,22,0.992786378,0.998171568
10%-15%,01,6,22,0.99050048,0.997979522
10%-15%,01,4,17,0.994008587,0.99742645
10%-15%,01,6,25,0.992864833,0.99795866
10%-15%,01,4,29,0.982589124,0.995825052
10%-15%,01,6,15,0.991366931,0.997696936
10%-15%,01,6,26,0.976289855,0.987756759
10%-15%,01,6,30,0.985151009,0.99584955
10%-15%,02,2,25,0.978808978,0.997582674
10%-15%,02,4,16,0.991517782,0.996948868
10%-15%,02,6,21,0.987985949,0.995793104
10%-15%,02,2,33,0.985833762,0.995934844
10%-15%,02,4,25,0.98522682,0.995071054
10%-15%,02,6,14,0.989345687,0.997795194
10%-15%,02,4,31,0.98579927,0.996121943
10%-15%,02,6,25,0.98522682,0.995071054
10%-15%,02,4,28,0.995808891,0.997037709
10%-15%,02,6,26,0.994298857,0.997879893
10%-15%,02,6,27,0.986561777,0.995163321
10%-15%,02,6,28,0.995808891,0.997037709
10%-15%,03,2,55,0.986629054,0.994010329
10%-15%,03,4,36,0.98767086,0.997337729
10%-15%,03,6,59,0.987589096,0.996666968
10%-15%,03,2,42,0.993409912,0.996959567
10%-15%,03,4,56,0.990737192,0.995338351
10%-15%,03,6,56,0.987240767,0.995771706
10%-15%,03,4,32,0.990223402,0.99801743
10%-15%,03,6,56,0.990737192,0.995338351
10%-15%,03,4,43,0.993171129,0.99665463
10%-15%,03,6,54,0.99085041,0.996972591
10%-15%,03,6,37,0.989725749,0.994524598
10%-15%,03,6,43,0.993171129,0.99665463
10%-15%,04,2,34,0.988222401,0.996329427
10%-15%,04,4,29,0.986605507,0.994264901
10%-15%,04,6,10,0.986022162,0.993620157
10%-15%,04,2,22,0.99016509,0.997782469
10%-15%,04,4,34,0.988222401,0.996329427
10%-15%,04,6,25,0.993195987,0.997183144
10%-15%,04,4,30,0.993939747,0.996489733
10%-15%,04,6,34,0.988222401,0.996329427
10%-15%,04,4,22,0.99016509,0.997782469
10%-15%,04,6,28,0.991577134,0.996519446
10%-15%,04,6,29,0.977557228,0.994380176
10%-15%,04,6,22,0.99016509,0.997782469
10%-15%,05,2,23,0.97752362,0.993171573
10%-15%,05,4,16,0.990306623,0.997277826
10%-15%,05,6,16,0.993143991,0.998359025
10%-15%,05,2,40,0.983665797,0.99438265
10%-15%,05,4,24,0.986827051,0.994813323
10%-15%,05,6,13,0.985962501,0.996368408
10%-15%,05,4,33,0.986167256,0.99659735
10%-15%,05,6,24,0.986827051,0.994813323
10%-15%,05,4,43,0.981379693,0.995122373
10%-15%,05,6,27,0.985737832,0.995977998
10%-15%,05,6,36,0.992761791,0.99738133
10%-15%,05,6,43,0.981379693,0.995122373
10%-15%,06,2,40,0.983589913,0.995284438
10%-15%,06,4,44,0.987055426,0.997227579
10%-15%,06,6,52,0.987829244,0.995597988
10%-15%,06,2,38,0.986201338,0.997228026
10%-15%,06,4,40,0.983589913,0.995284438
10%-15%,06,6,38,0.98963817,0.995670736
10%-15%,06,4,36,0.98962124,0.996331662
10%-15%,06,6,33,0.990003364,0.996706426
10%-15%,06,4,38,0.986201338,0.997228026
10%-15%,06,6,28,0.991802607,0.997915149
10%-15%,06,6,38,0.988212145,0.996852487
10%-15%,06,6,37,0.990497586,0.997083962
10%-15%,07,2,48,0.988700618,0.996827185
10%-15%,07,4,38,0.987612513,0.996916354
10%-15%,07,6,38,0.983602494,0.994227648
10%-15%,07,2,36,0.990870237,0.996678561
10%-15%,07,4,48,0.988700618,0.996827185
10%-15%,07,6,40,0.990422438,0.996782064
10%-15%,07,4,32,0.992235107,0.99766773
10%-15%,07,6,46,0.989400715,0.997462898
10%-15%,07,4,36,0.990870237,0.996678561
10%-15%,07,6,43,0.989232183,0.99760735
10%-15%,07,6,34,0.992398085,0.997375786
10%-15%,07,6,34,0.989538489,0.995106965
10%-15%,08,2,43,0.981213473,0.991951704
10%-15%,08,4,34,0.995434835,0.998113215
10%-15%,08,6,33,0.994540926,0.998301864
10%-15%,08,2,48,0.985652473,0.995902926
10%-15%,08,4,43,0.981213473,0.991951704
10%-15%,08,6,45,0.984376429,0.994729459
10%-15%,08,4,45,0.983810253,0.996018708
10%-15%,08,6,39,0.989644436,0.996986449
10%-15%,08,4,48,0.985652473,0.995902926
10%-15%,08,6,42,0.987832365,0.997522801
10%-15%,08,6,41,0.99576723,0.996897578
10%-15%,08,6,47,0.992108826,0.996402621
10%-15%,09,2,29,0.97829078,0.99390018
10%-15%,09,4,28,0.990208347,0.997848511
10%-15%,09,6,23,0.985768842,0.996901393
10%-15%,09,2,23,0.991528692,0.997186601
10%-15%,09,4,29,0.97829078,0.99390018
10%-15%,09,6,36,0.988364889,0.996271253
10%-15%,09,4,29,0.98345544,0.995278597
10%-15%,09,6,29,0.97829078,0.99390018
10%-15%,09,4,23,0.991528692,0.997186601
10%-15%,09,6,31,0.984047551,0.993856609
10%-15%,09,6,22,0.985857741,0.99414432
10%-15%,09,6,23,0.991528692,0.997186601
10%-15%,10,2,32,0.99100605,0.997714102
10%-15%,10,4,35,0.993224876,0.997815847
10%-15%,10,6,41,0.993147693,0.996833861
10%-15%,10,2,42,0.988863708,0.995734364
10%-15%,10,4,31,0.992975918,0.997079909
10%-15%,10,6,25,0.987927072,0.996387362
10%-15%,10,4,37,0.983208642,0.994758666
10%-15%,10,6,31,0.990759682,0.99757427
10%-15%,10,4,39,0.986423673,0.994468093
10%-15%,10,6,27,0.992426126,0.996854126
10%-15%,10,6,33,0.987710292,0.997006476
10%-15%,10,6,41,0.988138772,0.994067788
10%-15%,11,2,32,0.991778914,0.996958971
10%-15%,11,4,33,0.988862207,0.997824669
10%-15%,11,6,40,0.993151359,0.997361869
10%-15%,11,2,31,0.987604335,0.997930646
10%-15%,11,4,32,0.991778914,0.996958971
10%-15%,11,6,28,0.989514008,0.997720391
10%-15%,11,4,19,0.993296692,0.997894585
10%-15%,11,6,29,0.991192269,0.997525036
10%-15%,11,4,31,0.987604335,0.997930646
10%-15%,11,6,15,0.992966346,0.998594224
10%-15%,11,6,26,0.993162756,0.997955412
10%-15%,11,6,29,0.993916407,0.997718096
10%-15%,12,2,28,0.986177547,0.996833712
10%-15%,12,4,34,0.987328235,0.996858001
10%-15%,12,6,35,0.985667327,0.996240973
10%-15%,12,2,46,0.990970915,0.996382862
10%-15%,12,4,28,0.986177547,0.996833712
10%-15%,12,6,38,0.990174355,0.997138202
10%-15%,12,4,48,0.980853299,0.995046973
10%-15%,12,6,28,0.986177547,0.996833712
10%-15%,12,4,46,0.990970915,0.996382862
10%-15%,12,6,33,0.988685536,0.995103598
10%-15%,12,6,41,0.993107543,0.997389376
10%-15%,12,6,46,0.990970915,0.996382862
10%-15%,13,2,16,0.996458191,0.998346329
10%-15%,13,4,15,0.991488878,0.997128546
10%-15%,13,6,22,0.982924331,0.993774951
10%-15%,13,2,23,0.987685333,0.99512732
10%-15%,13,4,15,0.996759562,0.997873306
10%-15%,13,6,25,0.984315021,0.996988595
10%-15%,13,4,18,0.97702733,0.995268941
10%-15%,13,6,15,0.996759562,0.997873306
10%-15%,13,4,24,0.979916091,0.996992618
10%-15%,13,6,17,0.994719887,0.997519135
10%-15%,13,6,24,0.981965415,0.992190629
10%-15%,13,6,24,0.979916091,0.996992618
10%-15%,14,2,23,0.981674404,0.992266476
10%-15%,14,4,11,0.99135744,0.997250736
10%-15%,14,6,13,0.98530398,0.997350335
10%-15%,14,2,19,0.989504388,0.997653186
10%-15%,14,4,26,0.969108446,0.99112761
10%-15%,14,6,9,0.990477019,0.994048357
10%-15%,14,4,15,0.984081459,0.99609524
10%-15%,14,6,23,0.981674404,0.992266476
10%-15%,14,4,19,0.98947109,0.997624099
10%-15%,14,6,13,0.994282585,0.997260094
10%-15%,14,6,7,0.985832921,0.996572614
10%-15%,14,6,19,0.989504388,0.997653186
10%-15%,15,2,38,0.989253601,0.995826721
10%-15%,15,4,41,0.982896411,0.996784091
10%-15%,15,6,37,0.988578877,0.996770144
10%-15%,15,2,24,0.980613388,0.996955037
10%-15%,15,4,38,0.989253601,0.995826721
10%-15%,15,6,41,0.990754319,0.996953249
10%-15%,15,4,23,0.985828366,0.997413814
10%-15%,15,6,37,0.988215177,0.996175766
10%-15%,15,4,24,0.980613388,0.996955037
10%-15%,15,6,24,0.979882603,0.995449543
10%-15%,15,6,27,0.984823415,0.993978381
10%-15%,15,6,27,0.98230839,0.993247747
10%-15%,16,2,26,0.989654108,0.998364687
10%-15%,16,4,37,0.986017872,0.995455503
10%-15%,16,6,29,0.995947973,0.997371793
10%-15%,16,2,36,0.990406621,0.99782896
10%-15%,16,4,26,0.989654108,0.998364687
10%-15%,16,6,31,0.989305371,0.997083247
10%-15%,16,4,27,0.987059825,0.997345388
10%-15%,16,6,28,0.987180182,0.99812001
10%-15%,16,4,36,0.990406621,0.99782896
10%-15%,16,6,37,0.989486707,0.996363223
10%-15%,16,6,32,0.991380053,0.996599793
10%-15%,16,6,40,0.990040568,0.997540206
10%-15%,17,2,30,0.993934594,0.998058021
10%-15%,17,4,17,0.986336098,0.995479226
10%-15%,17,6,26,0.990864795,0.997448266
10%-15%,17,2,37,0.983163167,0.995617032
10%-15%,17,4,31,0.993315055,0.997334719
10%-15%,17,6,31,0.983449826,0.997200251
10%-15%,17,4,37,0.991516002,0.997525871
10%-15%,17,6,30,0.993934594,0.998058021
10%-15%,17,4,36,0.984832928,0.995614707
10%-15%,17,6,20,0.99069258,0.997305155
10%-15%,17,6,32,0.990033934,0.997632056
10%-15%,17,6,37,0.983163167,0.995617032
10%-15%,18,2,30,0.989117648,0.995925158
10%-15%,18,4,27,0.988710882,0.997290552
10%-15%,18,6,21,0.993298139,0.997661829
10%-15%,18,2,21,0.993135628,0.996587515
10%-15%,18,4,30,0.989117648,0.995925158
10%-15%,18,6,11,0.997226428,0.998210311
10%-15%,18,4,34,0.995882441,0.997788996
10%-15%,18,6,30,0.989117648,0.995925158
10%-15%,18,4,21,0.993135628,0.996587515
10%-15%,18,6,31,0.986572329,0.994894624
10%-15%,18,6,30,0.988814173,0.99586603
10%-15%,18,6,21,0.993135628,0.996587515
10%-15%,19,2,26,0.99031533,0.997705728
10%-15%,19,4,50,0.993397685,0.997390717
10%-15%,19,6,42,0.992891855,0.998037428
10%-15%,19,2,51,0.990495808,0.997995019
10%-15%,19,4,26,0.99031533,0.997705728
10%-15%,19,6,35,0.992613362,0.996684253
10%-15%,19,4,24,0.988153547,0.995971054
10%-15%,19,6,29,0.991750771,0.997696936
10%-15%,19,4,51,0.990495808,0.997995019
10%-15%,19,6,30,0.981700325,0.992930472
10%-15%,19,6,25,0.987967279,0.997060359
10%-15%,19,6,52,0.987681573,0.997764707
10%-15%,20,2,29,0.995429362,0.998065412
10%-15%,20,4,16,0.982308783,0.989200324
10%-15%,20,6,27,0.992390708,0.996556878
10%-15%,20,2,27,0.987669547,0.996854246
10%-15%,20,4,29,0.992749568,0.998118043
10%-15%,20,6,28,0.985565745,0.994953185
10%-15%,20,4,25,0.990901237,0.997691393
10%-15%,20,6,32,0.991494805,0.997952193
10%-15%,20,4,28,0.988574637,0.996473163
10%-15%,20,6,32,0.99346019,0.9977175
10%-15%,20,6,28,0.994172812,0.998513252
10%-15%,20,6,28,0.989248467,0.997628003
10%-15%,21,2,32,0.986420874,0.997240752
10%-15%,21,4,30,0.989757619,0.995658666
10%-15%,21,6,34,0.99106918,0.997333884
10%-15%,21,2,26,0.984905734,0.994844347
10%-15%,21,4,30,0.988336293,0.997407943
10%-15%,21,6,22,0.976648889,0.9957847
10%-15%,21,4,15,0.978799812,0.997628987
10%-15%,21,6,30,0.988336293,0.997407943
10%-15%,21,4,27,0.978377133,0.994495213
10%-15%,21,6,27,0.989955584,0.997016072
10%-15%,21,6,31,0.990824194,0.994115353
10%-15%,21,6,27,0.978377133,0.994495213
10%-15%,22,2,26,0.991445067,0.997677863
10%-15%,22,4,23,0.986613968,0.998004258
10%-15%,22,6,23,0.988420318,0.998391032
10%-15%,22,2,18,0.994177567,0.997954965
10%-15%,22,4,23,0.988592762,0.997950613
10%-15%,22,6,23,0.993671591,0.997566462
10%-15%,22,4,12,0.99386169,0.99804607
10%-15%,22,6,26,0.991445067,0.997677863
10%-15%,22,4,18,0.997237318,0.998222172
10%-15%,22,6,21,0.985514363,0.996000111
10%-15%,22,6,14,0.986725198,0.997042626
10%-15%,22,6,18,0.994177567,0.997954965
10%-15%,23,2,39,0.99230974,0.996883094
10%-15%,23,4,49,0.983250788,0.995003045
10%-15%,23,6,44,0.985345327,0.997328818
10%-15%,23,2,36,0.992767793,0.997811884
10%-15%,23,4,39,0.99230974,0.996883094
10%-15%,23,6,48,0.987767265,0.996584147
10%-15%,23,4,46,0.992345542,0.998174369
10%-15%,23,6,41,0.989012143,0.996684492
10%-15%,23,4,36,0.992767793,0.997811884
10%-15%,23,6,48,0.989241317,0.997071207
10%-15%,23,6,36,0.991028592,0.997628868
10%-15%,23,6,36,0.993075068,0.997489095
10%-15%,24,2,22,0.986926339,0.995869964
10%-15%,24,4,16,0.997144658,0.99812156
10%-15%,24,6,18,0.98721586,0.994315833
10%-15%,24,2,20,0.993128225,0.997630388
10%-15%,24,4,22,0.986926339,0.995869964
10%-15%,24,6,17,0.984183904,0.994034111
10%-15%,24,4,19,0.990513394,0.997740746
10%-15%,24,6,23,0.990819638,0.995764136
10%-15%,24,4,20,0.993128225,0.997630388
10%-15%,24,6,16,0.985458288,0.997849643
10%-15%,24,6,20,0.992633173,0.997847855
10%-15%,24,6,19,0.993745396,0.99751699
10%-15%,25,2,45,0.99273242,0.996662021
10%-15%,25,4,43,0.99554725,0.99835062
10%-15%,25,6,41,0.994669878,0.998637259
10%-15%,25,2,37,0.988343097,0.997392058
10%-15%,25,4,45,0.988375364,0.996335626
10%-15%,25,6,32,0.992089814,0.997380942
10%-15%,25,4,23,0.994752353,0.997673094
10%-15%,25,6,45,0.988612817,0.996156871
10%-15%,25,4,37,0.988983104,0.997309208
10%-15%,25,6,40,0.989412406,0.997075915
10%-15%,25,6,16,0.989610758,0.997725189
10%-15%,25,6,38,0.98907144,0.997015953
